date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
10:58:30	115048/115048	---M--	200	added ('OK')	image/jpeg	etag:%221c168-5eeefb23-e6871413fb29ad79;;;%22	http://brom.c-kav.com/preview-demos/images/grid-portfolio-04.jpg	C:/My%20Web%20Sites/sample%202/brom.c-kav.com/preview-demos/images/grid-portfolio-04.jpg	(from http://brom.c-kav.com/preview-demos/index-07.html)
10:58:36	163800/163800	---M--	200	added ('OK')	image/jpeg	etag:%2227fd8-5eeefb23-a0399748650a29bd;;;%22	http://brom.c-kav.com/preview-demos/images/grid-portfolio-05.jpg	C:/My%20Web%20Sites/sample%202/brom.c-kav.com/preview-demos/images/grid-portfolio-05.jpg	(from http://brom.c-kav.com/preview-demos/index-07.html)
10:58:39	109622/109622	---M--	200	added ('OK')	image/jpeg	etag:%221ac36-5eeefb23-b235ec393feb01bc;;;%22	http://brom.c-kav.com/preview-demos/images/grid-portfolio-06.jpg	C:/My%20Web%20Sites/sample%202/brom.c-kav.com/preview-demos/images/grid-portfolio-06.jpg	(from http://brom.c-kav.com/preview-demos/index-07.html)
10:58:43	79103/79103	---M--	200	added ('OK')	image/jpeg	etag:%22134ff-5eeefb23-77cf657802bd1ab9;;;%22	http://brom.c-kav.com/preview-demos/images/400x500-01.jpg	C:/My%20Web%20Sites/sample%202/brom.c-kav.com/preview-demos/images/400x500-01.jpg	(from http://brom.c-kav.com/preview-demos/index-07.html)
10:58:47	82917/82917	---M--	200	added ('OK')	image/jpeg	etag:%22143e5-5eeefb23-a06a6aa44ef65113;;;%22	http://brom.c-kav.com/preview-demos/images/400x500-02.jpg	C:/My%20Web%20Sites/sample%202/brom.c-kav.com/preview-demos/images/400x500-02.jpg	(from http://brom.c-kav.com/preview-demos/index-07.html)
10:58:50	55369/55369	---M--	200	added ('OK')	image/jpeg	etag:%22d849-5eeefb23-e138701d61ec0cd2;;;%22	http://brom.c-kav.com/preview-demos/images/400x400-01.jpg	C:/My%20Web%20Sites/sample%202/brom.c-kav.com/preview-demos/images/400x400-01.jpg	(from http://brom.c-kav.com/preview-demos/index-07.html)
10:59:56	67418/67418	---M--	200	added ('OK')	image/jpeg	etag:%221075a-5eeefb23-e183ebfa9a3c71c9;;;%22	http://brom.c-kav.com/preview-demos/images/400x400-02.jpg	C:/My%20Web%20Sites/sample%202/brom.c-kav.com/preview-demos/images/400x400-02.jpg	(from http://brom.c-kav.com/preview-demos/index-07.html)
11:00:52	86927/86927	---M-Z	200	added ('OK')	application/x-javascript	etag:%221538f-5eeefb24-280797945b74a011;gz%22	http://brom.c-kav.com/preview-demos/vendor/jquery/jquery-3.3.1.min.js	C:/My%20Web%20Sites/sample%202/brom.c-kav.com/preview-demos/vendor/jquery/jquery-3.3.1.min.js	(from http://brom.c-kav.com/preview-demos/index-07.html)
11:00:52	7083/7083	---M-Z	200	added ('OK')	application/x-javascript	etag:%221bab-5eeefb24-660aa1f796909726;gz%22	http://brom.c-kav.com/preview-demos/vendor/jquery/jquery-migrate-3.0.0.min.js	C:/My%20Web%20Sites/sample%202/brom.c-kav.com/preview-demos/vendor/jquery/jquery-migrate-3.0.0.min.js	(from http://brom.c-kav.com/preview-demos/index-07.html)
11:00:55	21004/21004	---M-Z	200	added ('OK')	application/x-javascript	etag:%22520c-5eeefb24-fe4614747854b8be;gz%22	http://brom.c-kav.com/preview-demos/vendor/popper/umd/popper.min.js	C:/My%20Web%20Sites/sample%202/brom.c-kav.com/preview-demos/vendor/popper/umd/popper.min.js	(from http://brom.c-kav.com/preview-demos/index-07.html)
11:00:55	64146/64146	---M--	200	added ('OK')	image/jpeg	etag:%22fa92-5eeefb23-4c5c58bbfa59b767;;;%22	http://brom.c-kav.com/preview-demos/images/400x400-04.jpg	C:/My%20Web%20Sites/sample%202/brom.c-kav.com/preview-demos/images/400x400-04.jpg	(from http://brom.c-kav.com/preview-demos/index-07.html)
11:00:56	58072/58072	---M-Z	200	added ('OK')	application/x-javascript	etag:%22e2d8-5eeefb24-1e8e4d8e979e8cc6;gz%22	http://brom.c-kav.com/preview-demos/vendor/bootstrap/js/bootstrap.min.js	C:/My%20Web%20Sites/sample%202/brom.c-kav.com/preview-demos/vendor/bootstrap/js/bootstrap.min.js	(from http://brom.c-kav.com/preview-demos/index-07.html)
11:00:56	24368/24368	---M-Z	200	added ('OK')	application/x-javascript	etag:%225f30-5eeefb24-536170bae2095463;gz%22	http://brom.c-kav.com/preview-demos/vendor/jquery-validation/jquery.validate.min.js	C:/My%20Web%20Sites/sample%202/brom.c-kav.com/preview-demos/vendor/jquery-validation/jquery.validate.min.js	(from http://brom.c-kav.com/preview-demos/index-07.html)
11:00:57	25121/25121	---M-Z	200	added ('OK')	application/x-javascript	etag:%226221-5eeefb24-b8435c17607a381a;gz%22	http://brom.c-kav.com/preview-demos/vendor/sweetalert/sweetalert2.min.js	C:/My%20Web%20Sites/sample%202/brom.c-kav.com/preview-demos/vendor/sweetalert/sweetalert2.min.js	(from http://brom.c-kav.com/preview-demos/index-07.html)
11:00:57	15484/15484	---M-Z	200	added ('OK')	application/x-javascript	etag:%223c7c-5eeefb24-1543ef8826d4d750;gz%22	http://brom.c-kav.com/preview-demos/vendor/jarallax/jarallax.min.js	C:/My%20Web%20Sites/sample%202/brom.c-kav.com/preview-demos/vendor/jarallax/jarallax.min.js	(from http://brom.c-kav.com/preview-demos/index-07.html)
11:00:58	44342/44342	---M-Z	200	added ('OK')	application/x-javascript	etag:%22ad36-5eeefb24-e55511be78e64426;gz%22	http://brom.c-kav.com/preview-demos/vendor/owlcarousel/owl.carousel.min.js	C:/My%20Web%20Sites/sample%202/brom.c-kav.com/preview-demos/vendor/owlcarousel/owl.carousel.min.js	(from http://brom.c-kav.com/preview-demos/index-07.html)
11:01:00	127934/127934	---M-Z	200	added ('OK')	application/x-javascript	etag:%221f3be-5eeefb24-f29ed5b2a8f9d71a;gz%22	http://brom.c-kav.com/preview-demos/vendor/swiper/js/swiper.min.js	C:/My%20Web%20Sites/sample%202/brom.c-kav.com/preview-demos/vendor/swiper/js/swiper.min.js	(from http://brom.c-kav.com/preview-demos/index-07.html)
11:01:00	2760/2760	---M-Z	200	added ('OK')	application/x-javascript	etag:%22ac8-5eeefb23-9f0ffd03f24623cd;gz%22	http://brom.c-kav.com/preview-demos/vendor/jQuery-viewport-checker/jquery.viewportchecker.min.js	C:/My%20Web%20Sites/sample%202/brom.c-kav.com/preview-demos/vendor/jQuery-viewport-checker/jquery.viewportchecker.min.js	(from http://brom.c-kav.com/preview-demos/index-07.html)
11:01:02	3115/3115	---M-Z	200	added ('OK')	application/x-javascript	etag:%22c2b-5eeefb23-303c0bce741903e0;gz%22	http://brom.c-kav.com/preview-demos/vendor/enquire/enquire.min.js	C:/My%20Web%20Sites/sample%202/brom.c-kav.com/preview-demos/vendor/enquire/enquire.min.js	(from http://brom.c-kav.com/preview-demos/index-07.html)
11:01:05	204652/204652	---M--	200	added ('OK')	image/jpeg	etag:%2231f6c-5eeefb23-ce2ed897e8e3f5ae;;;%22	http://brom.c-kav.com/preview-demos/images/half-bg-02.jpg	C:/My%20Web%20Sites/sample%202/brom.c-kav.com/preview-demos/images/half-bg-02.jpg	(from http://brom.c-kav.com/preview-demos/index-07.html)
11:01:07	20216/20216	---M-Z	200	added ('OK')	application/x-javascript	etag:%224ef8-5eeefb24-2ed7eac1a2aecdd7;gz%22	http://brom.c-kav.com/preview-demos/vendor/magnific-popup/jquery.magnific-popup.min.js	C:/My%20Web%20Sites/sample%202/brom.c-kav.com/preview-demos/vendor/magnific-popup/jquery.magnific-popup.min.js	(from http://brom.c-kav.com/preview-demos/index-07.html)
11:01:07	5594/5594	---M-Z	200	added ('OK')	application/x-javascript	etag:%2215da-5eeefb24-3f44afc6cbc4bb0e;gz%22	http://brom.c-kav.com/preview-demos/vendor/isotope/imagesloaded.pkgd.min.js	C:/My%20Web%20Sites/sample%202/brom.c-kav.com/preview-demos/vendor/isotope/imagesloaded.pkgd.min.js	(from http://brom.c-kav.com/preview-demos/index-07.html)
11:01:13	35445/35445	---M-Z	200	added ('OK')	application/x-javascript	etag:%228a75-5eeefb24-d7a09260405b3977;gz%22	http://brom.c-kav.com/preview-demos/vendor/isotope/isotope.pkgd.min.js	C:/My%20Web%20Sites/sample%202/brom.c-kav.com/preview-demos/vendor/isotope/isotope.pkgd.min.js	(from http://brom.c-kav.com/preview-demos/index-07.html)
11:01:14	13625/13625	---M-Z	200	added ('OK')	application/x-javascript	etag:%223539-5eeefb24-dbe13070c9a04ffe;gz%22	http://brom.c-kav.com/preview-demos/vendor/isotope/packery-mode.pkgd.min.js	C:/My%20Web%20Sites/sample%202/brom.c-kav.com/preview-demos/vendor/isotope/packery-mode.pkgd.min.js	(from http://brom.c-kav.com/preview-demos/index-07.html)
11:01:16	72201/72201	---M-Z	200	added ('OK')	application/x-javascript	etag:%2211a09-5eeefb24-c228811e26f1cd90;gz%22	http://brom.c-kav.com/preview-demos/vendor/snow3d/ThreeCanvas.js	C:/My%20Web%20Sites/sample%202/brom.c-kav.com/preview-demos/vendor/snow3d/ThreeCanvas.js	(from http://brom.c-kav.com/preview-demos/index-07.html)
11:01:16	1649/1649	---M-Z	200	added ('OK')	application/x-javascript	etag:%22671-5eeefb24-5ba948606b4aabc8;gz%22	http://brom.c-kav.com/preview-demos/vendor/snow3d/Snow.js	C:/My%20Web%20Sites/sample%202/brom.c-kav.com/preview-demos/vendor/snow3d/Snow.js	(from http://brom.c-kav.com/preview-demos/index-07.html)
11:01:17	2761/2761	---M-Z	200	added ('OK')	application/x-javascript	etag:%22ac9-5eeefb24-c435004eb3013d26;gz%22	http://brom.c-kav.com/preview-demos/vendor/snow3d/snow-effect.js	C:/My%20Web%20Sites/sample%202/brom.c-kav.com/preview-demos/vendor/snow3d/snow-effect.js	(from http://brom.c-kav.com/preview-demos/index-07.html)
11:01:24	18070/18070	---M-Z	200	added ('OK')	application/x-javascript	etag:%224696-5eeefb22-7c063c2a6f528316;gz%22	http://brom.c-kav.com/preview-demos/minify/ckav_min.js	C:/My%20Web%20Sites/sample%202/brom.c-kav.com/preview-demos/minify/ckav_min.js	(from http://brom.c-kav.com/preview-demos/index-07.html)
11:03:04	74768/74768	---M--	200	added ('OK')	font/woff2	etag:%2212410-5eeefb23-61c828b5c74c559c;;;%22	http://brom.c-kav.com/preview-demos/fonticons/fontawesome/webfonts/fa-brands-400.woff2	C:/My%20Web%20Sites/sample%202/brom.c-kav.com/preview-demos/fonticons/fontawesome/webfonts/fa-brands-400.woff2	(from http://brom.c-kav.com/preview-demos/fonticons/fontawesome/css/all.min.css)
11:03:08	87688/87688	---M--	200	added ('OK')	application/font-woff	etag:%2215688-5eeefb23-f458507679e70076;;;%22	http://brom.c-kav.com/preview-demos/fonticons/fontawesome/webfonts/fa-brands-400.woff	C:/My%20Web%20Sites/sample%202/brom.c-kav.com/preview-demos/fonticons/fontawesome/webfonts/fa-brands-400.woff	(from http://brom.c-kav.com/preview-demos/fonticons/fontawesome/css/all.min.css)
11:03:08	129916/129916	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%221fb7c-5eeefb23-1205f01a35ae37b7;;;%22	http://brom.c-kav.com/preview-demos/fonticons/fontawesome/webfonts/fa-brands-400.eot	C:/My%20Web%20Sites/sample%202/brom.c-kav.com/preview-demos/fonticons/fontawesome/webfonts/fa-brands-400.eot	(from http://brom.c-kav.com/preview-demos/fonticons/fontawesome/css/all.min.css)
11:03:13	694583/694583	---M-Z	200	added ('OK')	image/svg+xml	etag:%22a9937-5eeefb23-598ff7047658d92;gz%22	http://brom.c-kav.com/preview-demos/fonticons/fontawesome/webfonts/fa-brands-400.svg	C:/My%20Web%20Sites/sample%202/brom.c-kav.com/preview-demos/fonticons/fontawesome/webfonts/fa-brands-400.svg	(from http://brom.c-kav.com/preview-demos/fonticons/fontawesome/css/all.min.css)
11:03:15	129916/129916	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%221fb7c-5eeefb23-1205f01a35ae37b7;;;%22	http://brom.c-kav.com/preview-demos/fonticons/fontawesome/webfonts/fa-brands-400.eot?	C:/My%20Web%20Sites/sample%202/brom.c-kav.com/preview-demos/fonticons/fontawesome/webfonts/fa-brands-400d41d.eot	(from http://brom.c-kav.com/preview-demos/fonticons/fontawesome/css/all.min.css)
11:03:15	13552/13552	---M--	200	added ('OK')	font/woff2	etag:%2234f0-5eeefb23-32e9bcbf5588a50d;;;%22	http://brom.c-kav.com/preview-demos/fonticons/fontawesome/webfonts/fa-regular-400.woff2	C:/My%20Web%20Sites/sample%202/brom.c-kav.com/preview-demos/fonticons/fontawesome/webfonts/fa-regular-400.woff2	(from http://brom.c-kav.com/preview-demos/fonticons/fontawesome/css/all.min.css)
